codEle,alias,provincia,precision,poblacion,fecha,suceso,sentido,descripcion,fechaFin,lng,pkFinal,causa,carretera,hora,estado,autonomia,pkIni,icono,tipo,horaFin,lat,nivel
11227869,EVENTOS / BU-550 (27.0 - 27.0),BURGOS,1,LASTRAS DE TEZA,09/02/2024,EVENTOS,AMBOS SENTIDOS,"<span style=""margin-top:10px; float:left; clear:both""> <b>ACTIVIDADES (MANIFESTACIÓN)</b> por <b>ORDEN PÚBLICO</b> con circulación irregular  en<b></b>: </span> <span style=""margin-top:10px; float:left; clear:both"">  -  La carretera  <b> <span style=""color:#ab3000"">BU-550 </span> </b> en el <b> km 27</b> en <b>LASTRAS DE TEZA (BURGOS)</b> sentido <b>AMBOS SENTIDOS</b></span>",?,-3.22231,27,ORDEN PÚBLICO,BU-550,17:12,1,Castilla y León,27,INC_ACT_EVD_LS3_CAC.png,Incidencia,?,42.978634,AMARILLO
11227928,EVENTOS / CL-629 (41.0 - 41.0),BURGOS,1,PESADAS DE BURGOS,09/02/2024,EVENTOS,AMBOS SENTIDOS,"<span style=""margin-top:10px; float:left; clear:both""> <b>ACTIVIDADES (MANIFESTACIÓN)</b> por <b>ORDEN PÚBLICO</b> con circulación irregular  en<b></b>: </span> <span style=""margin-top:10px; float:left; clear:both"">  -  La carretera  <b> <span style=""color:#ab3000"">CL-629 </span> </b> en el <b> km 41</b> en <b>PESADAS DE BURGOS (BURGOS)</b> sentido <b>AMBOS SENTIDOS</b></span>",?,-3.6204343,41,ORDEN PÚBLICO,CL-629,17:14,1,Castilla y León,41,INC_ACT_EVD_LS3_CAC.png,Incidencia,?,42.786358,AMARILLO
11226239,EVENTOS / CV-10 (76.0 - 76.0),CASTELLÓN/CASTELLÓ,1,SALZADELLA (LA),09/02/2024,EVENTOS,CRECIENTE DE LA KILOMETRACIÓN,"<span style=""margin-top:10px; float:left; clear:both""> <b>ACTIVIDADES (MANIFESTACIÓN)</b> por <b>ORDEN PÚBLICO</b> con circulación irregular  en<b></b>: </span> <span style=""margin-top:10px; float:left; clear:both"">  -  La carretera  <b> <span style=""color:#ab3000"">CV-10 </span> </b> en el <b> km 76</b> en <b>SALZADELLA (LA) (CASTELLÓN/CASTELLÓ)</b> sentido <b>CRECIENTE DE LA KILOMETRACIÓN</b></span>",?,0.1715363,76,ORDEN PÚBLICO,CV-10,13:47,1,Comunitat Valenciana,76,INC_ACT_EVD_LS3_CAC.png,Incidencia,?,40.416386,AMARILLO
11222776,EVENTOS / N-340 (963.0 - 963.0),CASTELLÓN/CASTELLÓ,1,ALQUERIAS DEL NIÑO PERDIDO,09/02/2024,EVENTOS,DECRECIENTE DE LA KILOMETRACIÓN,"<span style=""margin-top:10px; float:left; clear:both""> <b>ACTIVIDADES (MANIFESTACIÓN)</b> por <b>ORDEN PÚBLICO</b> con circulación irregular  en<b></b>: </span> <span style=""margin-top:10px; float:left; clear:both"">  -  La carretera  <b> <span style=""color:#ab3000"">N-340 </span> </b> en el <b> km 963</b> en <b>ALQUERIAS DEL NIÑO PERDIDO (CASTELLÓN/CASTELLÓ)</b> sentido <b>DECRECIENTE DE LA KILOMETRACIÓN</b></span>",?,-0.1189931,963,ORDEN PÚBLICO,N-340,12:18,1,Comunitat Valenciana,963,INC_ACT_EVD_LS3_CAC.png,Incidencia,?,39.900806,AMARILLO
11225329,EVENTOS / N-340 (1039.94 - 1039.94),CASTELLÓN/CASTELLÓ,1,PEÑISCOLA,09/02/2024,EVENTOS,CRECIENTE DE LA KILOMETRACIÓN,"<span style=""margin-top:10px; float:left; clear:both""> <b>ACTIVIDADES (MANIFESTACIÓN)</b> por <b>ORDEN PÚBLICO</b> con circulación irregular  en<b></b>: </span> <span style=""margin-top:10px; float:left; clear:both"">  -  La carretera  <b> <span style=""color:#ab3000"">N-340 </span> </b> en el <b> km 1039.94</b> en <b>PEÑISCOLA (CASTELLÓN/CASTELLÓ)</b> sentido <b>CRECIENTE DE LA KILOMETRACIÓN</b></span>",?,0.3771586,1039.94,ORDEN PÚBLICO,N-340,14:48,1,Comunitat Valenciana,1039.94,INC_ACT_EVD_LS3_CAC.png,Incidencia,?,40.406326,AMARILLO
11229073,EVENTOS / N-211 (83.0 - 83.0),GUADALAJARA,1,POBO DE DUEÑAS (EL),09/02/2024,EVENTOS,AMBOS SENTIDOS,"<span style=""margin-top:10px; float:left; clear:both""> <b>ACTIVIDADES (MANIFESTACIÓN)</b> por <b>ORDEN PÚBLICO</b> con circulación interrumpida  en<b></b>: </span> <span style=""margin-top:10px; float:left; clear:both"">  -  La carretera  <b> <span style=""color:#ab3000"">N-211 </span> </b> en el <b> km 83</b> en <b>POBO DE DUEÑAS (EL) (GUADALAJARA)</b> sentido <b>AMBOS SENTIDOS</b></span><span style=""margin-top:10px; float:left; clear:both""> Advertencia: <b>CORTE TOTAL</b></span>",?,-1.63456,83,ORDEN PÚBLICO,N-211,18:32,1,Castilla-La Mancha,83,INC_ACT_EVD_LS1_CAC.png,Incidencia,?,40.783333,NEGRO
11230123,EVENTOS / N-230 (120.0 - 120.0),HUESCA,1,TORRE DE BUIRA,09/02/2024,EVENTOS,AMBOS SENTIDOS,"<span style=""margin-top:10px; float:left; clear:both""> <b>ACTIVIDADES (MANIFESTACIÓN)</b> por <b>ORDEN PÚBLICO</b> con circulación irregular  en<b></b>: </span> <span style=""margin-top:10px; float:left; clear:both"">  -  La carretera  <b> <span style=""color:#ab3000"">N-230 </span> </b> en el <b> km 120</b> en <b>TORRE DE BUIRA (HUESCA)</b> sentido <b>AMBOS SENTIDOS</b></span>",?,0.7422555,120,ORDEN PÚBLICO,N-230,20:03,1,Aragón,120,INC_ACT_EVD_LS3_CAC.png,Incidencia,?,42.382965,AMARILLO
11226502,EVENTOS / N-230 (35.0 - 35.0),HUESCA,1,CASTILLONROY,09/02/2024,EVENTOS,AMBOS SENTIDOS,"<span style=""margin-top:10px; float:left; clear:both""> <b>ACTIVIDADES (MANIFESTACIÓN)</b> por <b>ORDEN PÚBLICO</b> con circulación irregular  en<b></b>: </span> <span style=""margin-top:10px; float:left; clear:both"">  -  La carretera  <b> <span style=""color:#ab3000"">N-230 </span> </b> en el <b> km 35</b> en <b>CASTILLONROY (HUESCA)</b> sentido <b>AMBOS SENTIDOS</b></span>",?,0.5160518,35,ORDEN PÚBLICO,N-230,16:00,1,Aragón,35,INC_ACT_EVD_LS3_CAC.png,Incidencia,?,41.877544,AMARILLO
11230008,EVENTOS / N-240 (210.63 - 210.63),HUESCA,1,HUESCA,09/02/2024,EVENTOS,AMBOS SENTIDOS,"<span style=""margin-top:10px; float:left; clear:both""> <b>ACTIVIDADES (MANIFESTACIÓN)</b> por <b>ORDEN PÚBLICO</b> con circulación irregular  en<b></b>: </span> <span style=""margin-top:10px; float:left; clear:both"">  -  La carretera  <b> <span style=""color:#ab3000"">N-240 </span> </b> en el <b> km 210.63</b> en <b>HUESCA (HUESCA)</b> sentido <b>AMBOS SENTIDOS</b></span>",?,-0.41853,210.63,ORDEN PÚBLICO,N-240,19:59,1,Aragón,210.63,INC_ACT_EVD_LS3_CAC.png,Incidencia,?,42.16097,AMARILLO
11229964,EVENTOS / C-14 (136.0 - 137.0),LLEIDA,1,BASSELLA,09/02/2024,EVENTOS,AMBOS SENTIDOS,"<span style=""margin-top:10px; float:left; clear:both""> <b>ACTIVIDADES (MANIFESTACIÓN)</b> con circulación interrumpida  en<b></b>: </span> <span style=""margin-top:10px; float:left; clear:both"">  -  La carretera  <b> <span style=""color:#ab3000"">C-14 </span> </b> a la altura de <b>BASSELLA (LLEIDA)</b> desde el <b> km 136</b> al <b> km 137</b> sentido <b>AMBOS SENTIDOS</b></span>",?,1.2944858,137,,C-14,19:44,1,Cataluña,136,INC_ACT_EVD_LS1_CAC.png,Incidencia,?,42.02297,NEGRO
